Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/Done,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.010727213292698556,0.0,1000.0,0.0,1,20000,100,0.01628325693309307,0.00029939999999999996,0.003880589999453412,0.0023193298435112398,-0.015351079826945432,105.62234330177307,545.4123976230621,651.034765958786,-1.2969969986897922e-08,4.291534350109316e-10
-0.028845075539920394,0.0,1000.0,0.0,2,40000,74,0.02104307897388935,0.00029879999999999994,0.00045175129072388644,0.0004859236461665218,-0.019774795610598552,104.77359962463379,405.08931589126587,509.8629298210144,-3.814697002724188e-09,-3.576278717609682e-10
-0.01613312630687944,0.0,1000.0,0.0,3,60000,42,0.020463209599256516,0.00029819999999999993,0.00030256799276415247,0.00019357279500542093,-0.015099080176532345,106.36662888526917,233.8264000415802,340.1930434703827,-4.177093515522756e-08,2.2351741985060514e-11
0.008104265859006443,0.0,1000.0,0.0,4,80000,16,0.020124532282352448,0.0002975999999999999,0.00020888943360889605,8.993889587973665e-05,-0.011366331758470046,105.55155205726624,88.10400676727295,193.65557599067688,-2.5939939973795845e-08,-8.642673382519561e-11
0.029477558625011037,0.0,1000.0,0.0,5,100000,56,0.020463977009058,0.0002969999999999999,0.000160376091513057,2.9334615765211943e-05,-0.019536510434573186,106.26710653305054,308.51993775367737,414.7870614528656,-2.70843507621521e-08,1.1175870645585562e-10
0.03702219333038116,0.0,1000.0,0.0,6,120000,48,0.020422743633389473,0.0002963999999999999,0.0001106101246160226,4.276672573505721e-06,-0.019939406739821343,105.7466492652893,269.8196322917938,375.5663137435913,8.392333938900265e-09,-9.536742923144104e-11
0.047028291375217864,0.0,1000.0,0.0,7,140000,26,0.020504776388406754,0.00029579999999999987,8.290222785553777e-05,8.79668254858057e-07,-0.020247886387029793,104.62832689285278,146.03737592697144,250.6657202243805,-4.577636492086867e-09,-3.01189712059724e-10
0.08529546577171801,0.0,1000.0,0.0,8,160000,25,0.022589735686779022,0.0002951999999999999,6.67425178065963e-05,6.161794855409981e-07,-0.01928694160309986,105.6395058631897,143.3488585948944,248.98838090896606,1.1444091230217168e-09,-5.417503112781219e-10
0.12563897317412256,0.0,1000.0,0.0,9,180000,32,0.0201218593865633,0.0002945999999999999,5.3752947310066304e-05,4.312931672404575e-07,-0.021466181874416543,105.83817100524902,172.83519577980042,278.67338466644287,1.0681151962899094e-08,7.883645125605909e-11
0.16802006866471733,0.0,1000.0,0.0,10,200000,25,0.021140964701771736,0.0002939999999999999,4.5702961881510386e-05,2.995299070525348e-07,-0.02265829582767079,107.27394485473633,135.71013259887695,242.98409843444824,1.3828277189986693e-08,-2.5597399200272264e-10
0.22110315463402225,0.0,1000.0,0.0,11,220000,32,0.02016870677471161,0.00029339999999999987,4.501553171241784e-05,2.0734206525935397e-07,-0.021125839862298552,105.20317959785461,177.8192708492279,283.02248883247375,6.065368296503948e-08,-1.7276033381641298e-10
0.280846013206954,0.0,1000.0,0.0,12,240000,25,0.021350611001253128,0.0002927999999999999,5.0265928618323514e-05,1.4359713450306816e-07,-0.01933762994556191,106.12790536880493,143.55156588554382,249.67948746681213,2.2888182460434336e-09,8.549540936320099e-11
0.32722852701716854,0.0,1000.0,0.0,13,260000,25,0.02147829905152321,0.0002921999999999999,5.5779679047952466e-05,9.887685470281044e-08,-0.021015481681060107,111.74865198135376,140.11865735054016,251.86732411384583,7.629394360719743e-08,1.711305229468163e-11
